Dipodomys ordii#name	10020#species	10016#genus	38662#subfamily	10015#family	33553#suborder	9989#order	314147#norank_314147	314146#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001805#name	92001805#strain_92001805	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001806#name	92001806#strain_92001806	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001807#name	92001807#strain_92001807	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001808#name	92001808#strain_92001808	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001809#name	92001809#strain_92001809	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001810#name	92001810#strain_92001810	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001811#name	92001811#strain_92001811	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001812#name	92001812#strain_92001812	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001813#name	92001813#strain_92001813	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001814#name	92001814#strain_92001814	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001815#name	92001815#strain_92001815	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001816#name	92001816#strain_92001816	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001817#name	92001817#strain_92001817	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001818#name	92001818#strain_92001818	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001819#name	92001819#strain_92001819	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001820#name	92001820#strain_92001820	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001821#name	92001821#strain_92001821	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001822#name	92001822#strain_92001822	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001823#name	92001823#strain_92001823	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001824#name	92001824#strain_92001824	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001825#name	92001825#strain_92001825	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001826#name	92001826#strain_92001826	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001827#name	92001827#strain_92001827	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001828#name	92001828#strain_92001828	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001829#name	92001829#strain_92001829	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001830#name	92001830#strain_92001830	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001831#name	92001831#strain_92001831	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001832#name	92001832#strain_92001832	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001833#name	92001833#strain_92001833	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001834#name	92001834#strain_92001834	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001835#name	92001835#strain_92001835	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001836#name	92001836#strain_92001836	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001837#name	92001837#strain_92001837	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001838#name	92001838#strain_92001838	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001839#name	92001839#strain_92001839	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001840#name	92001840#strain_92001840	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001841#name	92001841#strain_92001841	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001842#name	92001842#strain_92001842	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001843#name	92001843#strain_92001843	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001844#name	92001844#strain_92001844	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001845#name	92001845#strain_92001845	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001846#name	92001846#strain_92001846	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001847#name	92001847#strain_92001847	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001848#name	92001848#strain_92001848	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001849#name	92001849#strain_92001849	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001850#name	92001850#strain_92001850	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001851#name	92001851#strain_92001851	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001852#name	92001852#strain_92001852	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001853#name	92001853#strain_92001853	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001854#name	92001854#strain_92001854	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001855#name	92001855#strain_92001855	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001856#name	92001856#strain_92001856	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001857#name	92001857#strain_92001857	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001858#name	92001858#strain_92001858	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001859#name	92001859#strain_92001859	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001860#name	92001860#strain_92001860	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001861#name	92001861#strain_92001861	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001862#name	92001862#strain_92001862	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001863#name	92001863#strain_92001863	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001864#name	92001864#strain_92001864	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001865#name	92001865#strain_92001865	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001866#name	92001866#strain_92001866	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001867#name	92001867#strain_92001867	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001868#name	92001868#strain_92001868	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001869#name	92001869#strain_92001869	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001870#name	92001870#strain_92001870	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001871#name	92001871#strain_92001871	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001872#name	92001872#strain_92001872	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001873#name	92001873#strain_92001873	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001874#name	92001874#strain_92001874	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001875#name	92001875#strain_92001875	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001876#name	92001876#strain_92001876	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001877#name	92001877#strain_92001877	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001878#name	92001878#strain_92001878	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001879#name	92001879#strain_92001879	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001880#name	92001880#strain_92001880	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001881#name	92001881#strain_92001881	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001882#name	92001882#strain_92001882	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001883#name	92001883#strain_92001883	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001884#name	92001884#strain_92001884	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001885#name	92001885#strain_92001885	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
