Dipodomys ordii#name	10020#species	10016#genus	38662#subfamily	10015#family	33553#suborder	9989#order	314147#norank_314147	314146#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001318#name	92001318#strain_92001318	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001319#name	92001319#strain_92001319	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001320#name	92001320#strain_92001320	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001321#name	92001321#strain_92001321	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001322#name	92001322#strain_92001322	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001323#name	92001323#strain_92001323	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001324#name	92001324#strain_92001324	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001325#name	92001325#strain_92001325	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001326#name	92001326#strain_92001326	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001327#name	92001327#strain_92001327	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001328#name	92001328#strain_92001328	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001329#name	92001329#strain_92001329	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001330#name	92001330#strain_92001330	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001331#name	92001331#strain_92001331	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001332#name	92001332#strain_92001332	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001333#name	92001333#strain_92001333	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001334#name	92001334#strain_92001334	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001335#name	92001335#strain_92001335	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001336#name	92001336#strain_92001336	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001337#name	92001337#strain_92001337	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001338#name	92001338#strain_92001338	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001339#name	92001339#strain_92001339	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001340#name	92001340#strain_92001340	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001341#name	92001341#strain_92001341	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001342#name	92001342#strain_92001342	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001343#name	92001343#strain_92001343	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001344#name	92001344#strain_92001344	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001345#name	92001345#strain_92001345	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001346#name	92001346#strain_92001346	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001347#name	92001347#strain_92001347	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001348#name	92001348#strain_92001348	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001349#name	92001349#strain_92001349	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001350#name	92001350#strain_92001350	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001351#name	92001351#strain_92001351	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001352#name	92001352#strain_92001352	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001353#name	92001353#strain_92001353	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001354#name	92001354#strain_92001354	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001355#name	92001355#strain_92001355	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001356#name	92001356#strain_92001356	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001357#name	92001357#strain_92001357	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001358#name	92001358#strain_92001358	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001359#name	92001359#strain_92001359	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001360#name	92001360#strain_92001360	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001361#name	92001361#strain_92001361	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001362#name	92001362#strain_92001362	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001363#name	92001363#strain_92001363	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001364#name	92001364#strain_92001364	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001365#name	92001365#strain_92001365	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001366#name	92001366#strain_92001366	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001367#name	92001367#strain_92001367	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001368#name	92001368#strain_92001368	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001369#name	92001369#strain_92001369	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001370#name	92001370#strain_92001370	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001371#name	92001371#strain_92001371	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001372#name	92001372#strain_92001372	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001373#name	92001373#strain_92001373	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001374#name	92001374#strain_92001374	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001375#name	92001375#strain_92001375	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001376#name	92001376#strain_92001376	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001377#name	92001377#strain_92001377	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001378#name	92001378#strain_92001378	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001379#name	92001379#strain_92001379	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001380#name	92001380#strain_92001380	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001381#name	92001381#strain_92001381	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001382#name	92001382#strain_92001382	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001383#name	92001383#strain_92001383	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001384#name	92001384#strain_92001384	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001385#name	92001385#strain_92001385	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001386#name	92001386#strain_92001386	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001387#name	92001387#strain_92001387	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001388#name	92001388#strain_92001388	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001389#name	92001389#strain_92001389	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001390#name	92001390#strain_92001390	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001391#name	92001391#strain_92001391	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001392#name	92001392#strain_92001392	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001393#name	92001393#strain_92001393	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001394#name	92001394#strain_92001394	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001395#name	92001395#strain_92001395	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001396#name	92001396#strain_92001396	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001397#name	92001397#strain_92001397	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001398#name	92001398#strain_92001398	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
