abbrName	ncbiID	fullName	strain	forma	subspecies	varietas	species	speciessubgroup	norank_1897064	norank_232080	norank_254878	species group	speciesgroup	subgenus	genus	norank_34035	subtribe	norank_1535325	norank_1593277	norank_33084	norank_1113537	norank_1142503	norank_29197	norank_118884	tribe	norank_555406	norank_1648033	norank_1648038	subfamily	norank_319095	norank_359160	norank_147370	family	norank_469895	superfamily	norank_5863	norank_1924738	norank_75981	norank_337687	norank_5738	norank_207245	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	suborder	norank_7400	order	norank_142796	norank_159987	norank_355688	norank_1521260	norank_9263	norank_314147	norank_91561	norank_91835	norank_117569	norank_33850	norank_33846	norank_136419	norank_91836	norank_1549675	norank_33682	norank_1489922	norank_91888	norank_4734	norank_85604	superorder	norank_554915	norank_1476529	norank_543769	norank_1437010	norank_1489908	cohort	norank_186626	norank_9347	norank_1489872	norank_32519	norank_32525	norank_123369	norank_186634	norank_123368	norank_123367	norank_123366	norank_123365	norank_1489388	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_1437201	norank_7496	norank_1437197	norank_91827	norank_85512	class	norank_1280412	norank_71240	norank_42461	norank_715962	norank_715989	norank_3152	norank_2763	norank_404260	superclass	norank_436492	norank_1437183	norank_716546	norank_3208	norank_436491	norank_3398	norank_436489	norank_58024	norank_436486	norank_78536	norank_58023	norank_8492	norank_3193	norank_1329799	norank_131221	norank_32561	norank_8457	norank_32524	norank_32523	norank_1338369	norank_8287	norank_117571	norank_117570	norank_5878	norank_7776	norank_7742	subphylum	norank_1783275	norank_1798711	norank_68336	norank_1783257	norank_1783272	norank_716545	norank_1783270	norank_197562	norank_197563	phylum	norank_33634	norank_33630	norank_33511	norank_1206795	subkingdom	norank_88770	norank_1206794	norank_33317	norank_33213	norank_6072	kingdom	norank_33154	superkingdom	norank_131567	no rank	root
ncbi160232	160232	Nanoarchaeum equitans	160232	160232	160232	160232	160232	160232	160232	160232	160232	160232	160232	160232	193568	193568	193568	193568	193568	193568	193568	193568	193568	193568	193568	193568	193568	193568	193568	193568	193568	193568	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890941	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	1890940	192989	192989	192989	192989	192989	192989	192989	192989	192989	192989	192989	192989	192989	2157	131567	131567	1
ncbi160233	160233	Ignicoccus hospitalis	160233	160233	160233	160233	160233	160233	160233	160233	160233	160233	160233	160233	54258	54258	54258	54258	54258	54258	54258	54258	54258	54258	54258	54258	54258	54258	54258	54258	54258	54258	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	2272	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	114380	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	2157	131567	131567	1
ncbi176299	176299	Agrobacterium fabrum str. C58	176299	176299	176299	176299	1176649	1176649	1176649	1176649	1176649	1176649	1183400	1183400	357	357	357	357	357	357	357	357	357	357	357	357	357	357	357	357	357	357	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	82115	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	131567	1
ncbi187420	187420	Methanothermobacter thermautotrophicus str. Delta H	187420	187420	187420	187420	145262	145262	145262	145262	145262	145262	145262	145262	145260	145260	145260	145260	145260	145260	145260	145260	145260	145260	145260	145260	145260	145260	145260	145260	145260	145260	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2159	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	2158	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	183925	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	131567	1
ncbi190650	190650	Caulobacter crescentus CB15	190650	190650	190650	190650	155892	155892	155892	155892	155892	155892	155892	155892	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	76892	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	204458	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	131567	1
ncbi192875	192875	Capsaspora owczarzaki	192875	192875	192875	192875	192875	192875	192875	192875	192875	192875	192875	192875	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	192874	127916	127916	127916	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	42461	33154	2759	131567	131567	1
ncbi203124	203124	Trichodesmium erythraeum IMS101	203124	203124	203124	203124	1206	1206	1206	1206	1206	1206	1206	1206	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1205	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1892252	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1798711	1798711	1798711	1783272	1783272	1783272	1783272	1783272	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	2	131567	131567	1
ncbi212717	212717	Clostridium tetani E88	212717	212717	212717	212717	1513	1513	1513	1513	1513	1513	1513	1513	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	1783272	1783272	1783272	1783272	1783272	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	2	131567	131567	1
ncbi2234	2234	Archaeoglobus fulgidus	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2234	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	131567	1
ncbi225164	225164	Lottia gigantea	225164	225164	225164	225164	225164	225164	225164	225164	225164	225164	225164	225164	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	69676	69676	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6447	6447	6447	6447	1206795	1206795	1206795	1206795	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi228410	228410	Nitrosomonas europaea ATCC 19718	228410	228410	228410	228410	915	915	915	915	915	915	915	915	914	914	914	914	914	914	914	914	914	914	914	914	914	914	914	914	914	914	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	206379	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	131567	1
ncbi2320	2320	Methanopyrus kandleri	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	131567	1
ncbi237895	237895	Cryptosporidium hominis	237895	237895	237895	237895	237895	237895	237895	237895	237895	237895	237895	237895	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	423054	423054	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	5796	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	5794	5794	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	2759	131567	131567	1
ncbi240292	240292	Anabaena variabilis ATCC 29413	240292	240292	240292	240292	1172	1172	1172	1172	1172	1172	1172	1172	1163	1163	1163	1163	1163	1163	1163	1163	1163	1163	1163	1163	1163	1163	1163	1163	1163	1163	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1798711	1798711	1798711	1783272	1783272	1783272	1783272	1783272	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	2	131567	131567	1
ncbi242159	242159	Ostreococcus lucimarinus	242159	242159	242159	242159	242159	242159	242159	242159	242159	242159	242159	242159	70447	70447	70447	70447	70447	70447	70447	70447	70447	70447	70447	70447	70447	70447	70447	70447	70447	70447	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	1525212	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	13792	1035538	1035538	1035538	1035538	1035538	1035538	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3152	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	33090	33090	2759	131567	131567	1
ncbi242231	242231	Neisseria gonorrhoeae FA 1090	242231	242231	242231	242231	485	485	485	485	485	485	485	485	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	482	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	481	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	206351	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	131567	1
ncbi243231	243231	Geobacter sulfurreducens PCA	243231	243231	243231	243231	35554	35554	35554	35554	35554	35554	35554	35554	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	68525	68525	68525	68525	68525	68525	68525	68525	68525	68525	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	131567	1
ncbi243232	243232	Methanocaldococcus jannaschii DSM 2661	243232	243232	243232	243232	2190	2190	2190	2190	2190	2190	2190	2190	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	131567	1
ncbi243233	243233	Methylococcus capsulatus str. Bath	243233	243233	243233	243233	414	414	414	414	414	414	414	414	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	403	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	131567	1
ncbi246195	246195	Dichelobacter nodosus VCS1703A	246195	246195	246195	246195	870	870	870	870	870	870	870	870	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	868	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	131567	1
ncbi259564	259564	Methanococcoides burtonii DSM 6242	259564	259564	259564	259564	29291	29291	29291	29291	29291	29291	29291	29291	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	131567	1
ncbi263820	263820	Picrophilus torridus DSM 9790	263820	263820	263820	263820	82076	82076	82076	82076	82076	82076	82076	82076	46631	46631	46631	46631	46631	46631	46631	46631	46631	46631	46631	46631	46631	46631	46631	46631	46631	46631	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	46630	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	2301	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	183967	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	131567	1
