abbrName	ncbiID	fullName	strain	forma	subspecies	species	species subgroup	species group	subgenus	genus	norank_1535325	norank_1593277	subtribe	norank_34035	norank_1113537	norank_118884	tribe	norank_2233855	norank_1648033	norank_2231382	norank_2231393	subfamily	norank_555406	norank_359160	norank_147370	norank_43741	family	norank_43738	superfamily	norank_5863	norank_337687	norank_480117	parvorder	norank_480118	infraorder	suborder	order	norank_159987	norank_33083	norank_355688	norank_314147	norank_33850	norank_9263	norank_91561	norank_91836	norank_91835	norank_1549675	norank_1489922	norank_33682	norank_91888	norank_4734	superorder	norank_142796	norank_554915	norank_1437010	norank_1489872	cohort	norank_9347	norank_123369	norank_32525	norank_123368	norank_123367	norank_123366	norank_123365	norank_1489388	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_1437201	norank_85512	class	norank_3152	norank_91827	norank_715962	norank_715989	norank_71240	norank_436492	norank_716546	norank_1437183	norank_436491	norank_3398	norank_436489	norank_58024	norank_436486	norank_78536	norank_8492	norank_58023	norank_1329799	norank_32561	norank_3193	norank_8457	norank_1783257	norank_32524	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_716545	norank_5878	norank_197562	norank_112252	norank_68336	norank_1206795	norank_197563	phylum	norank_1783275	norank_33634	norank_33630	norank_1783270	norank_1798711	norank_33511	subkingdom	norank_88770	norank_1206794	norank_1783272	norank_33317	norank_33213	norank_6072	kingdom	norank_33154	superkingdom	root
ncbi6313	6313	Angiostrongylus cantonensis	6313	6313	6313	6313	6313	6313	6313	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	33275	33275	6310	6310	6310	6310	6310	6310	6310	6308	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi334426	334426	Angiostrongylus costaricensis	334426	334426	334426	334426	334426	334426	334426	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	6312	33275	33275	6310	6310	6310	6310	6310	6310	6310	6308	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi6269	6269	Anisakis simplex	6269	6269	6269	6269	6269	6269	6269	6268	6268	6268	6268	6268	6268	6268	6268	6268	6268	6268	6268	6268	6268	6268	6268	6268	6267	6267	33256	33256	33256	33256	33256	33256	33256	33256	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi28377	28377	Anolis carolinensis	28377	28377	28377	28377	28377	28377	28377	28376	28376	28376	28376	28376	28376	28376	28376	28376	28376	28376	28376	28376	28376	28376	28376	28376	2024747	2024747	2024747	2024747	2024747	2024747	2024747	2024747	2024747	8511	8509	8509	8509	8509	8509	8509	8509	8509	8509	8509	8509	8509	8509	8509	8509	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	8504	32561	32561	8457	8457	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi7165	7165	Anopheles gambiae	7165	7165	7165	7165	7165	7165	44534	7164	7164	7164	7164	7164	7164	7164	7164	7164	7164	7164	7164	43816	43816	43816	43816	43816	7157	7157	41827	41827	41827	41827	41827	41827	43786	7148	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	197562	197562	197562	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	88770	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi278021	278021	Antonospora locustae	278021	278021	278021	278021	278021	278021	278021	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	67677	112252	112252	112252	112252	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	4751	33154	2759	1
ncbi7460	7460	Apis mellifera	7460	7460	7460	7460	7460	7460	7460	7459	7459	7459	7459	7459	7459	7459	83321	83321	83321	83321	83321	70987	70987	70987	70987	70987	7458	7458	34735	34735	34735	34735	34735	34735	7434	7400	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	197562	197562	197562	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	88770	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi218851	218851	Aquilegia coerulea	218851	218851	218851	218851	218851	218851	218851	3450	3450	3450	3450	3450	3450	3450	3450	3450	3450	3450	3450	1463137	1463137	1463137	1463137	1463137	3440	3440	3440	3440	3440	3440	3440	3440	3440	3440	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	41768	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi59689	59689	Arabidopsis lyrata	59689	59689	59689	59689	59689	59689	59689	3701	3701	3701	3701	3701	3701	3701	980083	980083	980083	980083	980083	980083	980083	980083	980083	980083	3700	3700	3700	3700	3700	3700	3700	3700	3700	3700	3699	3699	3699	3699	3699	3699	3699	3699	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi3702	3702	Arabidopsis thaliana	3702	3702	3702	3702	3702	3702	3702	3701	3701	3701	3701	3701	3701	3701	980083	980083	980083	980083	980083	980083	980083	980083	980083	980083	3700	3700	3700	3700	3700	3700	3700	3700	3700	3700	3699	3699	3699	3699	3699	3699	3699	3699	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi2234	2234	Archaeoglobus fulgidus	2234	2234	2234	2234	2234	2234	2234	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2233	2232	2232	2232	2232	2232	2232	2232	2232	2232	2232	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	2231	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	183980	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	1
ncbi5104	5104	Ascosphaera	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5104	5103	5103	5103	5103	5103	5103	5103	5103	5103	5103	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi6252	6252	Ascaris lumbricoides	6252	6252	6252	6252	6252	6252	6252	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6250	6250	33256	33256	33256	33256	33256	33256	33256	33256	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi6253	6253	Ascaris suum	6253	6253	6253	6253	6253	6253	6253	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6251	6250	6250	33256	33256	33256	33256	33256	33256	33256	33256	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	6249	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi33170	33170	Eremothecium	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	33170	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi5057	5057	Aspergillus clavatus	5057	5057	5057	5057	5057	5057	5057	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi36630	36630	Aspergillus fischeri	36630	36630	36630	36630	36630	36630	36630	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi5059	5059	Aspergillus flavus	5059	5059	5059	5059	5059	5059	5059	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi746128	746128	Aspergillus fumigatus	746128	746128	746128	746128	746128	746128	746128	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi40384	40384	Aspergillus kawachii	40384	40384	40384	40384	40384	40384	40384	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi5061	5061	Aspergillus niger	5061	5061	5061	5061	5061	5061	5061	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi162425	162425	Aspergillus nidulans	162425	162425	162425	162425	162425	162425	162425	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi5062	5062	Aspergillus oryzae	5062	5062	5062	5062	5062	5062	5062	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi33178	33178	Aspergillus terreus	33178	33178	33178	33178	33178	33178	33178	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	5052	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	1131492	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	5042	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi1176130	1176130	Aulographum hederae	1176130	1176130	1176130	1176130	1176130	1176130	1176130	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	1176129	281109	281109	281109	281109	281109	281109	281109	281109	281109	281109	281109	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi44056	44056	Aureococcus anophagefferens	44056	44056	44056	44056	44056	44056	44056	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	44055	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	54409	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	35675	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	2759	1
ncbi511995	511995	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	511995	511995	511995	511435	511435	511435	511435	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	511434	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	68336	68336	68336	976	976	976	976	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	2	1
ncbi5865	5865	Babesia bovis	5865	5865	5865	5865	5865	5865	5865	5864	5864	5864	5864	5864	5864	5864	5864	5864	5864	5864	5864	5864	5864	5864	5864	5864	32594	32594	32594	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	5863	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	5794	5794	5794	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	2759	1
ncbi109871	109871	Batrachochytrium dendrobatidis	109871	109871	109871	109871	109871	109871	109871	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	100474	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451442	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	451435	112252	112252	112252	112252	4761	4761	4761	4761	4761	4761	4761	4761	4761	4761	4761	4761	4761	4761	4751	33154	2759	1
ncbi374463	374463	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	374463	374463	374463	186490	186490	186490	186490	186490	186490	186490	186490	186490	186490	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi717646	717646	Baudoinia panamericana UAMH 10762	717646	717646	717646	1709381	1709381	1709381	1709381	483074	483074	483074	483074	483074	483074	483074	483074	483074	483074	483074	483074	483074	483074	483074	483074	483074	668547	668547	668547	668547	668547	668547	668547	668547	668547	668547	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	451867	451867	451867	451867	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi264462	264462	Bdellovibrio bacteriovorus HD100	264462	264462	264462	959	959	959	959	958	958	958	958	958	958	958	958	958	958	958	958	958	958	958	958	958	213483	213483	213483	213483	213483	213483	213483	213483	213483	213483	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	213481	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1553900	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
